policy,age,cancel_date,make,pol_from,pol_to,state
POL000000850,20,,Holden,2016-07-20,2017-07-19,VIC
POL000000851,59,,Holden,2017-01-03,2018-01-02,VIC
POL000000852,33,,Holden,2016-06-11,2017-06-10,VIC
POL000000853,68,,Mazda,2016-10-18,2017-10-17,VIC
POL000000854,62,,Nissan,2016-12-13,2017-12-12,VIC
POL000000855,67,,Holden,2017-04-01,2018-03-31,VIC
POL000000856,73,,Holden,2017-01-29,2018-01-28,VIC
POL000000857,37,,Ford,2016-12-03,2017-12-02,VIC
POL000000858,24,,Mitsubishi,2016-09-20,2017-09-19,VIC
POL000000859,35,,Subaru,2017-03-30,2018-03-29,VIC
POL000000860,68,,Holden,2016-04-30,2017-04-29,VIC
POL000000861,91,,Subaru,2016-10-23,2017-10-22,VIC
POL000000862,42,,Volkswagen,2016-11-20,2017-11-19,VIC
POL000000863,86,,Toyota,2016-12-17,2017-12-16,VIC
POL000000864,97,,Holden,2016-06-14,2017-06-13,VIC
POL000000865,78,,Toyota,2016-07-18,2017-07-17,VIC
POL000000866,59,,Volkswagen,2016-07-04,2017-07-03,VIC
POL000000867,22,,Toyota,2017-03-24,2018-03-23,VIC
POL000000868,92,,Mazda,2016-12-04,2017-12-03,VIC
POL000000869,78,,Toyota,2017-01-13,2018-01-12,VIC
POL000000870,95,,Holden,2016-10-26,2017-10-25,VIC
POL000000871,86,2016-10-13,Mazda,2016-12-23,2017-12-22,VIC
POL000000872,71,,Toyota,2016-08-17,2017-08-16,VIC
POL000000873,42,,Volkswagen,2016-10-29,2017-10-28,VIC
POL000000874,28,,Volkswagen,2017-02-28,2018-02-27,VIC
POL000000875,43,,Hyundai,2017-03-26,2018-03-25,VIC
POL000000876,24,,Holden,2016-07-09,2017-07-08,VIC
POL000000877,30,,Honda,2016-08-29,2017-08-28,VIC
POL000000878,22,,Holden,2016-10-14,2017-10-13,VIC
POL000000879,36,,Ford,2017-01-23,2018-01-22,VIC
POL000000880,61,,Holden,2017-02-02,2018-02-01,VIC
POL000000881,60,,Nissan,2016-08-30,2017-08-29,VIC
POL000000882,23,,Nissan,2016-08-30,2017-08-29,VIC
POL000000883,23,,Mitsubishi,2016-06-25,2017-06-24,VIC
POL000000884,62,,Mitsubishi,2017-03-19,2018-03-18,VIC
POL000000885,55,,Holden,2016-10-12,2017-10-11,VIC
POL000000886,30,,Subaru,2016-11-10,2017-11-09,VIC
POL000000887,36,,Toyota,2017-02-15,2018-02-14,VIC
POL000000888,52,,Volkswagen,2016-12-19,2017-12-18,VIC
POL000000889,91,,Mazda,2016-04-06,2017-04-05,VIC
POL000000890,52,,Volkswagen,2016-06-16,2017-06-15,VIC
POL000000891,59,,Subaru,2017-03-31,2018-03-30,VIC
POL000000892,78,,Subaru,2016-10-05,2017-10-04,VIC
POL000000893,93,,Mazda,2016-04-23,2017-04-22,VIC
POL000000894,65,,Toyota,2016-11-18,2017-11-17,VIC
POL000000895,91,,Hyundai,2016-08-08,2017-08-07,VIC
POL000000896,26,,Volkswagen,2016-12-05,2017-12-04,VIC
POL000000897,49,,Nissan,2016-11-11,2017-11-10,VIC
POL000000898,19,,Ford,2016-12-08,2017-12-07,VIC
POL000000899,42,,Mitsubishi,2017-02-01,2018-01-31,VIC
POL000000900,25,,Subaru,2017-01-16,2018-01-15,VIC
POL000000901,23,,Ford,2016-12-28,2017-12-27,VIC
POL000000902,57,,Honda,2016-09-14,2017-09-13,VIC
POL000000903,22,,Holden,2017-03-31,2018-03-30,VIC
POL000000904,34,,Holden,2016-09-02,2017-09-01,VIC
POL000000905,91,,Toyota,2016-10-26,2017-10-25,VIC
POL000000906,87,2016-01-26,Holden,2016-11-11,2017-11-10,VIC
POL000000907,89,,Volkswagen,2016-06-09,2017-06-08,VIC
POL000000908,23,2015-09-03,Toyota,2016-04-23,2017-04-22,VIC
POL000000909,39,,Hyundai,2017-03-16,2018-03-15,VIC
POL000000910,85,,Mazda,2016-07-31,2017-07-30,VIC
POL000000911,34,,Hyundai,2016-10-25,2017-10-24,VIC
POL000000912,43,,Mitsubishi,2016-10-28,2017-10-27,VIC
POL000000913,56,,Volkswagen,2016-04-19,2017-04-18,VIC
POL000000914,77,,Holden,2016-09-02,2017-09-01,VIC
POL000000915,77,2015-06-22,Holden,2016-04-30,2017-04-29,VIC
POL000000916,27,,Subaru,2016-04-30,2017-04-29,VIC
POL000000917,53,,Subaru,2017-02-15,2018-02-14,VIC
POL000000918,84,,Holden,2017-02-02,2018-02-01,VIC
POL000000919,54,,Holden,2016-05-16,2017-05-15,VIC
POL000000920,56,,Mazda,2017-02-22,2018-02-21,VIC
POL000000921,92,,Subaru,2016-05-23,2017-05-22,VIC
POL000000922,56,,Mitsubishi,2016-11-27,2017-11-26,VIC
POL000000923,23,,Volkswagen,2016-07-12,2017-07-11,VIC
POL000000924,85,,Subaru,2016-12-08,2017-12-07,VIC
POL000000925,81,,Nissan,2017-02-19,2018-02-18,VIC
POL000000926,27,,Hyundai,2017-03-16,2018-03-15,VIC
POL000000927,85,2016-03-19,Toyota,2016-08-29,2017-08-28,VIC
POL000000928,28,,Ford,2016-12-20,2017-12-19,VIC
POL000000929,51,,Hyundai,2017-03-30,2018-03-29,VIC
POL000000930,67,,Subaru,2016-04-10,2017-04-09,VIC
POL000000931,22,2015-05-15,Mitsubishi,2016-04-14,2017-04-13,VIC
POL000000932,97,,Toyota,2016-07-22,2017-07-21,VIC
POL000000933,41,,Volkswagen,2016-08-05,2017-08-04,VIC
POL000000934,57,,Honda,2017-03-19,2018-03-18,VIC
POL000000935,94,,Holden,2016-05-31,2017-05-30,VIC
POL000000936,81,,Holden,2016-05-01,2017-04-30,VIC
POL000000937,64,,Subaru,2016-06-18,2017-06-17,VIC
POL000000938,91,,Holden,2017-01-25,2018-01-24,VIC
POL000000939,18,,Holden,2016-12-07,2017-12-06,VIC
POL000000940,22,,Nissan,2016-04-30,2017-04-29,VIC
POL000000941,91,,Nissan,2017-01-29,2018-01-28,VIC
POL000000942,34,,Ford,2016-08-30,2017-08-29,VIC
POL000000943,32,,Subaru,2016-12-21,2017-12-20,VIC
POL000000944,93,,Subaru,2016-12-09,2017-12-08,VIC
POL000000945,29,,Holden,2016-07-20,2017-07-19,VIC
POL000000946,26,,Subaru,2016-09-06,2017-09-05,VIC
POL000000947,99,,Volkswagen,2017-01-30,2018-01-29,VIC
POL000000948,54,,Honda,2017-02-12,2018-02-11,VIC
POL000000949,47,,Nissan,2017-01-02,2018-01-01,VIC
POL000000950,89,,Mazda,2016-07-19,2017-07-18,VIC
POL000000951,89,,Subaru,2017-02-08,2018-02-07,VIC
POL000000952,92,2016-03-04,Toyota,2016-05-19,2017-05-18,VIC
POL000000953,79,,Hyundai,2016-09-19,2017-09-18,VIC
POL000000954,79,,Holden,2016-12-16,2017-12-15,VIC
POL000000955,75,,Honda,2016-07-16,2017-07-15,VIC
POL000000956,84,,Ford,2017-02-02,2018-02-01,VIC
POL000000957,40,,Hyundai,2016-05-27,2017-05-26,VIC
POL000000958,55,,Holden,2016-09-16,2017-09-15,VIC
POL000000959,63,,Hyundai,2017-03-12,2018-03-11,VIC
POL000000960,25,,Nissan,2016-10-04,2017-10-03,VIC
POL000000961,44,,Volkswagen,2016-12-22,2017-12-21,VIC
POL000000962,97,,Toyota,2016-07-23,2017-07-22,VIC
POL000000963,84,,Hyundai,2016-07-07,2017-07-06,VIC
POL000000964,66,,Mazda,2016-09-21,2017-09-20,VIC
POL000000965,61,,Ford,2016-07-28,2017-07-27,VIC
POL000000966,34,,Mitsubishi,2017-01-05,2018-01-04,VIC
POL000000967,40,,Nissan,2016-08-13,2017-08-12,VIC
POL000000968,91,,Mazda,2016-07-06,2017-07-05,VIC
POL000000969,33,,Hyundai,2016-07-23,2017-07-22,VIC
POL000000970,67,,Mitsubishi,2017-01-23,2018-01-22,VIC
POL000000971,46,,Ford,2017-02-11,2018-02-10,VIC
POL000000972,78,,Ford,2016-05-08,2017-05-07,VIC
POL000000973,59,2015-05-10,Holden,2016-08-04,2017-08-03,VIC
POL000000974,29,2016-09-08,Volkswagen,2016-09-26,2017-09-25,VIC
POL000000975,66,,Toyota,2016-12-12,2017-12-11,VIC
POL000000976,61,,Ford,2016-09-26,2017-09-25,VIC
POL000000977,47,,Subaru,2016-12-23,2017-12-22,VIC
POL000000978,23,2016-01-10,Hyundai,2016-05-18,2017-05-17,VIC
POL000000979,85,,Mazda,2016-05-14,2017-05-13,VIC
POL000000980,49,,Mazda,2017-02-25,2018-02-24,VIC
POL000000981,60,2016-05-03,Honda,2016-05-18,2017-05-17,VIC
POL000000982,75,,Holden,2017-03-26,2018-03-25,VIC
POL000000983,64,,Toyota,2017-03-17,2018-03-16,VIC
POL000000984,84,,Holden,2016-06-28,2017-06-27,VIC
POL000000985,65,,Mazda,2016-12-15,2017-12-14,VIC
POL000000986,70,,Toyota,2016-06-01,2017-05-31,VIC
POL000000987,21,,Nissan,2016-08-04,2017-08-03,VIC
POL000000988,30,,Subaru,2016-09-11,2017-09-10,VIC
POL000000989,36,,Hyundai,2016-06-13,2017-06-12,VIC
POL000000990,50,,Mazda,2016-07-22,2017-07-21,VIC
POL000000991,33,,Ford,2016-12-16,2017-12-15,VIC
POL000000992,85,2016-01-10,Hyundai,2016-06-12,2017-06-11,VIC
POL000000993,84,,Toyota,2016-08-23,2017-08-22,VIC
POL000000994,76,,Toyota,2016-09-01,2017-08-31,VIC
POL000000995,22,,Hyundai,2017-03-28,2018-03-27,VIC
POL000000996,86,,Holden,2016-12-14,2017-12-13,VIC
POL000000997,45,,Holden,2016-10-24,2017-10-23,VIC
POL000000998,77,,Hyundai,2016-09-16,2017-09-15,VIC
POL000000999,84,,Ford,2016-06-06,2017-06-05,VIC
POL000001000,19,,Subaru,2016-04-25,2017-04-24,VIC
POL000001001,53,,Nissan,2016-11-12,2017-11-11,VIC
POL000001002,80,,Toyota,2016-05-31,2017-05-30,VIC
POL000001003,63,,Honda,2016-05-14,2017-05-13,VIC
POL000001004,81,2015-12-22,Holden,2016-07-23,2017-07-22,VIC
POL000001005,59,,Nissan,2016-08-22,2017-08-21,VIC
POL000001006,18,,Holden,2017-01-07,2018-01-06,VIC
POL000001007,48,,Mazda,2017-03-27,2018-03-26,VIC
POL000001008,86,,Nissan,2016-08-23,2017-08-22,VIC
POL000001009,34,,Honda,2016-09-13,2017-09-12,VIC
POL000001010,87,,Mitsubishi,2016-11-09,2017-11-08,VIC
POL000001011,78,,Honda,2016-06-20,2017-06-19,VIC
POL000001012,54,,Nissan,2017-03-30,2018-03-29,VIC
POL000001013,46,,Mazda,2017-02-05,2018-02-04,VIC
POL000001014,88,,Honda,2016-09-12,2017-09-11,VIC
POL000001015,76,,Volkswagen,2017-04-03,2018-04-02,VIC
POL000001016,62,,Volkswagen,2016-08-23,2017-08-22,VIC
POL000001017,27,,Nissan,2016-11-16,2017-11-15,VIC
POL000001018,85,,Hyundai,2017-03-19,2018-03-18,VIC
POL000001019,53,,Volkswagen,2016-04-14,2017-04-13,VIC
POL000001020,48,2016-11-21,Hyundai,2017-02-12,2018-02-11,VIC
POL000001021,82,2016-01-16,Holden,2016-04-28,2017-04-27,VIC
POL000001022,77,,Volkswagen,2016-12-06,2017-12-05,VIC
POL000001023,49,,Mazda,2016-05-13,2017-05-12,VIC
POL000001024,45,,Subaru,2017-02-28,2018-02-27,VIC
POL000001025,90,,Mazda,2017-01-07,2018-01-06,VIC
POL000001026,20,,Hyundai,2017-01-25,2018-01-24,VIC
POL000001027,73,2015-12-24,Ford,2016-04-22,2017-04-21,VIC
POL000001028,96,,Toyota,2017-01-14,2018-01-13,VIC
POL000001029,83,,Honda,2017-03-08,2018-03-07,VIC
POL000001030,68,,Nissan,2016-06-12,2017-06-11,VIC
POL000001031,56,,Ford,2017-02-02,2018-02-01,VIC
POL000001032,34,2016-02-03,Mazda,2016-12-13,2017-12-12,VIC
POL000001033,37,,Nissan,2017-02-09,2018-02-08,VIC
POL000001034,90,,Honda,2017-02-02,2018-02-01,VIC
POL000001035,97,,Ford,2017-01-14,2018-01-13,VIC
POL000001036,53,,Mitsubishi,2016-10-11,2017-10-10,VIC
POL000001037,75,,Honda,2016-12-03,2017-12-02,VIC
POL000001038,52,2016-01-02,Mitsubishi,2016-05-25,2017-05-24,VIC
POL000001039,41,,Volkswagen,2016-12-25,2017-12-24,VIC
POL000001040,93,,Holden,2016-11-04,2017-11-03,VIC
POL000001041,77,,Toyota,2016-11-16,2017-11-15,VIC
POL000001042,77,,Volkswagen,2017-04-02,2018-04-01,VIC
POL000001043,81,,Volkswagen,2016-11-15,2017-11-14,VIC
POL000001044,94,,Ford,2017-03-24,2018-03-23,VIC
POL000001045,34,,Mitsubishi,2017-01-21,2018-01-20,VIC
POL000001046,44,,Nissan,2017-02-01,2018-01-31,VIC
POL000001047,87,,Holden,2016-12-04,2017-12-03,VIC
POL000001048,69,,Subaru,2016-04-12,2017-04-11,VIC
POL000001049,24,,Holden,2016-08-06,2017-08-05,VIC
POL000001050,80,,Hyundai,2016-11-15,2017-11-14,VIC
POL000001051,61,,Toyota,2016-11-25,2017-11-24,VIC
POL000001052,37,2016-09-18,Holden,2016-12-03,2017-12-02,VIC
POL000001053,54,,Mazda,2016-09-10,2017-09-09,VIC
POL000001054,44,,Holden,2016-10-21,2017-10-20,VIC
POL000001055,46,,Volkswagen,2016-04-16,2017-04-15,VIC
POL000001056,35,,Nissan,2016-08-06,2017-08-05,VIC
POL000001057,95,,Subaru,2017-02-27,2018-02-26,VIC
POL000001058,24,,Nissan,2016-05-02,2017-05-01,VIC
POL000001059,44,,Holden,2016-06-19,2017-06-18,VIC
POL000001060,41,2015-12-19,Mitsubishi,2016-07-30,2017-07-29,VIC
POL000001061,51,,Subaru,2017-01-18,2018-01-17,VIC
POL000001062,85,,Hyundai,2016-11-26,2017-11-25,VIC
POL000001063,38,,Mazda,2016-06-19,2017-06-18,VIC
POL000001064,78,,Toyota,2016-12-09,2017-12-08,VIC
POL000001065,72,,Mazda,2017-01-22,2018-01-21,VIC
POL000001066,76,2016-08-02,Hyundai,2016-09-12,2017-09-11,VIC
POL000001067,85,2016-10-23,Honda,2017-01-02,2018-01-01,VIC
POL000001068,34,,Volkswagen,2017-02-14,2018-02-13,VIC
POL000001069,84,,Honda,2016-10-01,2017-09-30,VIC
POL000001070,89,,Ford,2016-09-06,2017-09-05,VIC
POL000001071,82,,Holden,2016-08-18,2017-08-17,VIC
POL000001072,69,,Mazda,2016-08-16,2017-08-15,VIC
POL000001073,93,2016-01-05,Honda,2016-06-23,2017-06-22,VIC
POL000001074,44,,Mazda,2016-04-08,2017-04-07,VIC
POL000001075,37,2016-07-01,Mitsubishi,2016-12-17,2017-12-16,VIC
POL000001076,56,,Mazda,2016-11-11,2017-11-10,VIC
POL000001077,83,,Honda,2017-02-10,2018-02-09,VIC
POL000001078,91,,Holden,2016-06-22,2017-06-21,VIC
POL000001079,93,,Hyundai,2016-04-20,2017-04-19,VIC
POL000001080,46,,Holden,2016-09-09,2017-09-08,VIC
POL000001081,35,,Holden,2016-07-27,2017-07-26,VIC
POL000001082,47,,Holden,2016-10-15,2017-10-14,VIC
POL000001083,51,,Hyundai,2016-06-28,2017-06-27,VIC
POL000001084,72,,Ford,2017-03-28,2018-03-27,VIC
POL000001085,27,,Honda,2016-07-15,2017-07-14,VIC
POL000001086,41,,Nissan,2016-10-18,2017-10-17,VIC
POL000001087,29,,Volkswagen,2016-12-03,2017-12-02,VIC
POL000001088,81,,Hyundai,2016-09-29,2017-09-28,VIC
POL000001089,46,,Ford,2017-01-25,2018-01-24,VIC
POL000001090,97,2015-05-03,Honda,2016-04-29,2017-04-28,VIC
POL000001091,43,,Toyota,2016-09-03,2017-09-02,VIC
POL000001092,92,,Volkswagen,2016-12-19,2017-12-18,VIC
POL000001093,67,,Ford,2016-05-01,2017-04-30,VIC
POL000001094,37,2016-09-27,Hyundai,2017-01-31,2018-01-30,VIC
POL000001095,47,,Volkswagen,2016-09-21,2017-09-20,VIC
POL000001096,63,,Toyota,2017-01-10,2018-01-09,VIC
POL000001097,33,,Mazda,2016-12-18,2017-12-17,VIC
POL000001098,25,,Subaru,2016-07-03,2017-07-02,VIC
POL000001099,49,,Mazda,2016-07-13,2017-07-12,VIC
POL000001100,76,,Toyota,2016-12-25,2017-12-24,VIC
POL000001101,99,,Hyundai,2017-03-27,2018-03-26,VIC
POL000001102,49,,Honda,2016-09-10,2017-09-09,VIC
POL000001103,55,,Volkswagen,2016-05-28,2017-05-27,VIC
POL000001104,38,,Mitsubishi,2017-03-05,2018-03-04,VIC
POL000001105,91,,Mazda,2016-10-25,2017-10-24,VIC
POL000001106,89,,Hyundai,2017-02-16,2018-02-15,VIC
POL000001107,77,,Hyundai,2016-10-21,2017-10-20,VIC
POL000001108,84,,Mitsubishi,2016-07-16,2017-07-15,VIC
POL000001109,69,,Mazda,2016-11-01,2017-10-31,VIC
POL000001110,51,,Nissan,2016-09-16,2017-09-15,VIC
POL000001111,36,,Ford,2016-10-02,2017-10-01,VIC
POL000001112,46,,Toyota,2016-07-24,2017-07-23,VIC
POL000001113,78,,Toyota,2016-05-08,2017-05-07,VIC
POL000001114,85,,Subaru,2016-08-09,2017-08-08,VIC
POL000001115,21,,Ford,2016-07-30,2017-07-29,VIC
POL000001116,49,,Volkswagen,2016-05-24,2017-05-23,VIC
POL000001117,97,2016-03-03,Volkswagen,2016-10-12,2017-10-11,VIC
POL000001118,70,,Volkswagen,2016-08-28,2017-08-27,VIC
POL000001119,66,,Volkswagen,2016-08-11,2017-08-10,VIC
POL000001120,92,,Ford,2017-03-30,2018-03-29,VIC
POL000001121,39,,Nissan,2016-05-25,2017-05-24,VIC
POL000001122,46,,Toyota,2016-05-05,2017-05-04,VIC
POL000001123,27,,Mitsubishi,2016-09-23,2017-09-22,VIC
POL000001124,77,,Nissan,2016-04-18,2017-04-17,VIC
POL000001125,50,,Ford,2017-01-08,2018-01-07,VIC
POL000001126,46,,Volkswagen,2016-11-19,2017-11-18,VIC
POL000001127,37,,Honda,2017-02-19,2018-02-18,VIC
POL000001128,86,,Holden,2016-08-07,2017-08-06,VIC
POL000001129,22,2016-09-28,Hyundai,2016-12-02,2017-12-01,VIC
POL000001130,57,,Holden,2016-05-07,2017-05-06,VIC
POL000001131,71,,Nissan,2017-01-18,2018-01-17,VIC
POL000001132,83,,Nissan,2016-08-14,2017-08-13,VIC
POL000001133,82,,Nissan,2016-09-10,2017-09-09,VIC
POL000001134,99,,Mitsubishi,2017-02-13,2018-02-12,VIC
POL000001135,64,,Volkswagen,2016-11-29,2017-11-28,VIC
POL000001136,35,2016-06-26,Hyundai,2016-11-24,2017-11-23,VIC
POL000001137,97,,Volkswagen,2016-07-28,2017-07-27,VIC
POL000001138,95,,Honda,2016-11-03,2017-11-02,VIC
POL000001139,83,,Subaru,2016-11-01,2017-10-31,VIC
POL000001140,84,,Volkswagen,2016-05-31,2017-05-30,VIC
POL000001141,60,,Ford,2016-09-11,2017-09-10,VIC
POL000001142,75,2016-02-01,Hyundai,2016-10-20,2017-10-19,VIC
POL000001143,70,,Mitsubishi,2017-02-11,2018-02-10,VIC
POL000001144,40,2016-01-10,Subaru,2016-08-14,2017-08-13,VIC
POL000001145,24,,Mitsubishi,2016-04-22,2017-04-21,VIC
POL000001146,99,,Subaru,2016-07-14,2017-07-13,VIC
POL000001147,37,,Mitsubishi,2017-02-01,2018-01-31,VIC
POL000001148,89,,Ford,2016-12-27,2017-12-26,VIC
POL000001149,90,,Toyota,2016-06-10,2017-06-09,VIC
POL000001150,51,,Volkswagen,2016-06-09,2017-06-08,VIC
POL000001151,81,,Honda,2016-12-28,2017-12-27,VIC
POL000001152,94,,Mazda,2017-03-31,2018-03-30,VIC
POL000001153,49,,Hyundai,2016-11-11,2017-11-10,VIC
POL000001154,79,2016-10-02,Mazda,2017-02-09,2018-02-08,VIC
POL000001155,26,,Volkswagen,2017-01-02,2018-01-01,VIC
POL000001156,21,,Holden,2016-09-11,2017-09-10,VIC
POL000001157,41,,Nissan,2017-03-15,2018-03-14,VIC
POL000001158,27,,Mazda,2016-07-06,2017-07-05,VIC
POL000001159,49,,Honda,2016-07-28,2017-07-27,VIC
POL000001160,68,2016-10-27,Mazda,2017-01-17,2018-01-16,VIC
POL000001161,76,,Ford,2016-04-19,2017-04-18,VIC
POL000001162,41,,Mazda,2017-02-08,2018-02-07,VIC
POL000001163,99,,Mitsubishi,2016-05-26,2017-05-25,VIC
POL000001164,55,,Mitsubishi,2016-04-16,2017-04-15,VIC
POL000001165,45,,Holden,2016-05-20,2017-05-19,VIC
POL000001166,22,2016-10-26,Mazda,2016-11-24,2017-11-23,VIC
POL000001167,39,,Volkswagen,2016-04-22,2017-04-21,VIC
POL000001168,35,,Hyundai,2016-04-12,2017-04-11,VIC
POL000001169,23,,Holden,2017-03-16,2018-03-15,VIC
POL000001170,87,,Ford,2016-12-09,2017-12-08,VIC
POL000001171,40,,Holden,2017-03-11,2018-03-10,VIC
POL000001172,52,,Ford,2016-07-18,2017-07-17,VIC
POL000001173,83,,Ford,2016-09-20,2017-09-19,VIC
POL000001174,20,,Mitsubishi,2017-01-25,2018-01-24,VIC
POL000001175,70,,Ford,2016-08-04,2017-08-03,VIC
POL000001176,91,,Ford,2016-09-15,2017-09-14,VIC
POL000001177,56,,Toyota,2016-11-06,2017-11-05,VIC
POL000001178,68,,Mazda,2016-06-03,2017-06-02,VIC
POL000001179,25,,Toyota,2016-04-13,2017-04-12,VIC
POL000001180,25,,Honda,2016-05-03,2017-05-02,VIC
POL000001181,37,,Holden,2017-03-14,2018-03-13,VIC
POL000001182,89,,Nissan,2016-09-14,2017-09-13,VIC
POL000001183,85,,Mitsubishi,2016-06-30,2017-06-29,VIC
POL000001184,75,,Honda,2016-04-29,2017-04-28,VIC
POL000001185,88,,Nissan,2016-11-18,2017-11-17,VIC
POL000001186,25,,Holden,2016-07-17,2017-07-16,VIC
POL000001187,47,,Ford,2016-04-06,2017-04-05,VIC
POL000001188,94,,Subaru,2016-11-23,2017-11-22,VIC
POL000001189,25,,Honda,2016-12-16,2017-12-15,VIC
POL000001190,97,,Subaru,2016-07-06,2017-07-05,VIC
POL000001191,28,2016-12-01,Mazda,2017-01-03,2018-01-02,VIC
POL000001192,31,2016-04-12,Hyundai,2016-06-23,2017-06-22,VIC
POL000001193,77,,Hyundai,2017-03-23,2018-03-22,VIC
POL000001194,97,2016-03-29,Subaru,2017-02-20,2018-02-19,VIC
POL000001195,72,,Subaru,2017-01-12,2018-01-11,VIC
POL000001196,28,,Nissan,2016-09-30,2017-09-29,VIC
POL000001197,72,,Nissan,2017-01-03,2018-01-02,VIC
POL000001198,32,,Mazda,2017-01-28,2018-01-27,VIC
POL000001199,35,,Hyundai,2016-07-07,2017-07-06,VIC
POL000001200,91,,Volkswagen,2016-10-05,2017-10-04,VIC
POL000001201,77,,Toyota,2017-03-30,2018-03-29,VIC
POL000001202,43,,Holden,2017-01-10,2018-01-09,VIC
POL000001203,62,,Toyota,2017-03-02,2018-03-01,VIC
POL000001204,44,2016-08-25,Honda,2016-08-26,2017-08-25,VIC
POL000001205,51,,Honda,2016-04-18,2017-04-17,VIC
POL000001206,75,,Mitsubishi,2016-10-11,2017-10-10,VIC
POL000001207,42,,Subaru,2017-02-21,2018-02-20,VIC
POL000001208,69,,Subaru,2016-06-05,2017-06-04,VIC
POL000001209,21,,Ford,2016-12-07,2017-12-06,VIC
POL000001210,38,,Volkswagen,2016-06-05,2017-06-04,VIC
POL000001211,20,,Nissan,2016-11-14,2017-11-13,VIC
POL000001212,92,,Volkswagen,2016-09-12,2017-09-11,VIC
POL000001213,65,,Subaru,2016-05-10,2017-05-09,VIC
POL000001214,24,,Hyundai,2016-07-14,2017-07-13,VIC
POL000001215,66,,Honda,2017-01-15,2018-01-14,VIC
POL000001216,82,,Holden,2016-10-10,2017-10-09,VIC
POL000001217,38,,Holden,2016-05-27,2017-05-26,VIC
POL000001218,82,,Holden,2016-08-12,2017-08-11,VIC
POL000001219,61,,Nissan,2016-06-30,2017-06-29,VIC
POL000001220,88,,Mitsubishi,2017-03-06,2018-03-05,VIC
POL000001221,49,,Volkswagen,2016-12-30,2017-12-29,VIC
POL000001222,19,,Mitsubishi,2016-10-08,2017-10-07,VIC
POL000001223,31,,Volkswagen,2016-08-23,2017-08-22,VIC
POL000001224,86,,Mazda,2017-03-10,2018-03-09,VIC
POL000001225,49,,Subaru,2016-09-12,2017-09-11,VIC
POL000001226,51,,Mazda,2016-05-10,2017-05-09,VIC
POL000001227,49,,Honda,2016-10-09,2017-10-08,VIC
POL000001228,77,2015-11-08,Hyundai,2016-08-02,2017-08-01,VIC
POL000001229,37,,Subaru,2017-03-20,2018-03-19,VIC
POL000001230,28,,Hyundai,2017-02-10,2018-02-09,VIC
POL000001231,75,,Mitsubishi,2017-02-17,2018-02-16,VIC
POL000001232,83,,Honda,2016-11-16,2017-11-15,VIC
POL000001233,62,,Honda,2016-12-01,2017-11-30,VIC
POL000001234,39,,Toyota,2016-05-11,2017-05-10,VIC
POL000001235,59,,Volkswagen,2016-09-21,2017-09-20,VIC
POL000001236,96,,Honda,2017-01-10,2018-01-09,VIC
POL000001237,75,,Nissan,2016-07-30,2017-07-29,VIC
POL000001238,27,,Ford,2016-12-24,2017-12-23,VIC
POL000001239,85,,Hyundai,2016-10-05,2017-10-04,VIC
POL000001240,54,,Mitsubishi,2016-08-26,2017-08-25,VIC
POL000001241,51,,Toyota,2016-11-10,2017-11-09,VIC
POL000001242,63,,Nissan,2017-01-09,2018-01-08,VIC
POL000001243,73,,Ford,2017-03-12,2018-03-11,VIC
POL000001244,32,,Mazda,2016-07-10,2017-07-09,VIC
POL000001245,88,,Hyundai,2017-03-20,2018-03-19,VIC
POL000001246,87,,Mitsubishi,2016-10-02,2017-10-01,VIC
POL000001247,24,,Subaru,2017-01-30,2018-01-29,VIC
POL000001248,86,,Volkswagen,2016-10-14,2017-10-13,VIC
POL000001249,84,,Volkswagen,2016-11-01,2017-10-31,VIC
POL000001250,90,,Honda,2016-09-03,2017-09-02,VIC
POL000001251,73,2016-03-26,Ford,2016-04-26,2017-04-25,VIC
POL000001252,45,,Honda,2016-10-02,2017-10-01,VIC
POL000001253,41,,Honda,2017-03-09,2018-03-08,VIC
POL000001254,48,,Nissan,2017-02-16,2018-02-15,VIC
POL000001255,73,,Ford,2016-04-19,2017-04-18,VIC
POL000001256,70,,Toyota,2016-04-27,2017-04-26,VIC
POL000001257,36,,Nissan,2016-12-29,2017-12-28,VIC
POL000001258,86,,Hyundai,2016-12-11,2017-12-10,VIC
POL000001259,60,,Mazda,2016-05-14,2017-05-13,VIC
POL000001260,58,,Hyundai,2017-02-04,2018-02-03,VIC
POL000001261,40,,Honda,2017-01-13,2018-01-12,VIC
POL000001262,65,,Nissan,2016-10-26,2017-10-25,VIC
POL000001263,28,,Holden,2017-03-02,2018-03-01,VIC
POL000001264,84,,Toyota,2017-01-07,2018-01-06,VIC
POL000001265,25,,Ford,2017-03-11,2018-03-10,VIC
POL000001266,28,,Mitsubishi,2016-12-21,2017-12-20,VIC
POL000001267,46,,Toyota,2017-03-15,2018-03-14,VIC
POL000001268,86,,Mitsubishi,2016-08-25,2017-08-24,VIC
POL000001269,79,,Subaru,2016-11-18,2017-11-17,VIC
POL000001270,60,,Honda,2016-06-19,2017-06-18,VIC
POL000001271,42,,Nissan,2016-12-17,2017-12-16,VIC
POL000001272,45,,Mazda,2016-08-21,2017-08-20,VIC
POL000001273,37,,Subaru,2017-01-06,2018-01-05,VIC
POL000001274,70,,Nissan,2016-05-14,2017-05-13,VIC
POL000001275,90,,Toyota,2016-07-22,2017-07-21,VIC
